chain_id,symbol,name,address,decimals
8453,USDT,Tether USD,0xfde4c96c8593536e31f229ea8f37b2ada2699bb2,6
8453,USDC,usdc,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,6
8453,DAI,Dai Stablecoin,0x50c5725949a6f0c72e6c4a641f24049a917db0cb,18
8453,BRETT,Brett,0x532f27101965dd16442e59d40670faf5ebb142e4,18
8453,cbETH,Coinbase Wrapped Staked ETH,0x2ae3f1ec7f1f5012cfeab0185bfc7aa3cf0dec22,18
8453,AERO,Aerodrome,0x940181a94a35a4569e4529a3cdfb74e38fd98631,18
8453,ZRO,LayerZero,0x6985884c4392d348587b19cb9eaaf157f13271cd,18
8453,RSR,Reserve Rights,0xab36452dbac151be02b16ca17d8919826072f64a,18
8453,BAL,Balancer,0x7c6b91d9be155a6db01f749217d76ff02a7227f2,18
8453,CTSI,Cartesi Token,0x259fac10c5cbfefe3e710e1d9467f70a76138d45,18
8453,SDEX,SmarDex Token,0xfd4330b0312fdeec6d4225075b82e00493ff2e3f,18
8453,crvUSD,Curve.Fi USD Stablecoin,0x417ac0e078398c154edfadd9ef675d30be60af93,18
8453,DEGEN,Degen,0x4ed4e862860bed51a9570b96d89af5e1b0efefed,18
8453,USDM,Mountain Protocol USD,0x59d9356e565ab3a36dd77763fc0d87feaf85508c,18
8453,USDbC,USD Base Coin,0xd9aaec86b65d86f6a7b5b1b0c42ffa531710b6ca,6
8453,XCN,Onyxcoin,0x9c632e6aaa3ea73f91554f8a3cb2ed2f29605e0c,18
8453,MIGGLES,Mister Miggles,0xb1a03eda10342529bbf8eb700a06c60441fef25d,18
8453,SMT,Swarm Markets,0x2974dc646e375e83bd1c0342625b49f288987fa4,18
8453,BENJI,Basenji,0xbc45647ea894030a4e9801ec03479739fa2485f0,18
8453,BAMBOO,Bamboo on Base,0x689644b86075ed61c647596862c7403e1c474dbf,18
8453,wPAW,Wrapped PAW,0xc11158c5da9db1d553ed28f0c2ba1cbedd42cfcb,18
8453,$mfer,mfercoin,0xe3086852a4b125803c815a158249ae468a3254ca,18
8453,axlUSDC,Axelar Wrapped USDC,0xeb466342c4d449bc9f53a865d5cb90586f405215,6
8453,WALLET,Ambire Wallet,0x0bbbead62f7647ae8323d2cb243a0db74b7c2b80,18
8453,SPX,SPX6900,0x50da645f148798f68ef2d7db7c1cb22a6819bb2c,8
8453,Fren Pet,Fren Pet,0xff0c532fdb8cd566ae169c1cb157ff2bdc83e105,18
8453,MOCHI,Mochi,0xf6e932ca12afa26665dc4dde7e27be02a7c02e50,18
8453,WEWE,WEWECOIN,0x6b9bb36519538e0c073894e964e90172e1c0b41f,18
8453,CHOMP,ChompCoin,0xebff2db643cf955247339c8c6bcd8406308ca437,18
8453,TYBG,Base God,0x0d97f261b1e88845184f678e2d1e7a98d9fd38de,18
8453,doginme,doginme,0x6921b130d297cc43754afba22e5eac0fbf8db75b,18
8453,HIGHER,higher,0x0578d8a44db98b23bf096a382e016e29a5ce0ffe,18
8453,ANDY,Andy,0x18a8bd1fe17a1bb9ffb39ecd83e9489cfd17a022,18
8453,MOXIE,Moxie,0x8c9037d1ef5c6d1f6816278c7aaf5491d24cd527,18
8453,KRAV,KRAV,0xbe3111856e4aca828593274ea6872f27968c8dd6,18
8453,KEYCAT,Keyboard Cat,0x9a26f5433671751c3276a065f57e5a02d2817973,18
8453,BTCB,Bitcoin on Base,0x0c41f1fc9022feb69af6dc666abfe73c9ffda7ce,18
8453,wLIBRA,Wrapped Libra,0x01edbffa4f61404458e22ff45deffef1c62228b5,18
8453,BOOMER,Boomer,0xcde172dc5ffc46d228838446c57c1227e0b82049,18
8453,ALB,AlienBase Token,0x1dd2d631c92b1acdfcdd51a0f7145a50130050c4,18
8453,toby,toby,0xb8d98a102b0079b69ffbc760c8d857a31653e56e,18
8453,MBS,MBS,0x8fbd0648971d56f1f2c35fa075ff5bc75fb0e39d,18
8453,SOFI,Rai.Finance,0x703d57164ca270b0b330a87fd159cfef1490c0a5,18
8453,Crash,Crash,0x4dd9077269dd08899f2a9e73507125962b5bc87f,18
8453,AIINU,AI INU,0x8853f0c059c27527d33d02378e5e4f6d5afb574a,18
8453,PEEZY,Young Peezy AKA Pepe,0x1b6a569dd61edce3c383f6d565e2f79ec3a12980,18
8453,USDGLO,Glo Dollar,0x4f604735c1cf31399c6e711d5962b2b3e0225ad3,18
8453,MORK,Mork,0x0b1594b0e896bf165d925956e0df733b8443af6a,18
8453,VIS,Envision,0xfc60aa1ffca50ce08b3cdec9626c0bb9e9b09bec,18
8453,TOSHI,Toshi,0x8544fe9d190fd7ec52860abbf45088e81ee24a8c,18
8453,UNI,Uniswap,0xc3de830ea07524a0761646a6a4e4be0e114a3c83,18
8453,AXL,Axelar,0x23ee2343b892b1bb63503a4fabc840e0e2c6810f,6
8453,PEPE,BasedPepe,0x52b492a33e447cdb854c7fc19f1e57e8bfa1777d,18
8453,BUZ,BUZ,0xc73dc7ae7a4fa40517aafa941ae1ee436b91a12c,4
8453,weirdo,weirdo,0x76734b57dfe834f102fb61e1ebf844adf8dd931e,8
8453,FRIEND,FRIEND,0x0bd4887f7d41b35cd75dff9ffee2856106f86670,18
8453,PKT,PKT,0x917f39bb33b2483dd19546b1e8d2f09ce481ee44,18
8453,PEPE,Pepe,0x698dc45e4f10966f6d1d98e3bfd7071d8144c233,9
8453,SKOP,SKOP Token,0x6d3b8c76c5396642960243febf736c6be8b60562,18
8453,TAD,Tadpole,0x55027a5b06f4340cc4c82dcc74c90ca93dcb173e,18
8453,HAI,HackenAI,0x73e2a6320314883ff8cc08b53f1460a5f4c47f2c,8
8453,BEE,BeeBase,0xfd09f108d1728e6b6ed241ccd254775e322f1ed6,18
8453,superOETHb,Super OETH,0xdbfefd2e8460a6ee4955a68582f85708baea60a3,18
8453,RGOAT,RealGOAT,0xf0268c5f9aa95baf5c25d646aabb900ac12f0800,8
8453,WLTH,Common Wealth Token,0x99b2b1a2adb02b38222adcd057783d7e5d1fcc7d,18
8453,bsdETH,Based ETH,0xcb327b99ff831bf8223cced12b1338ff3aa322ff,18
8453,hyUSD,High Yield USD,0xcc7ff230365bd730ee4b352cc2492cedac49383e,18
8453,LBM,Libertum,0x56a38e7216304108e841579041249feb236c887b,18
8453,TOSHI,Toshi,0xac1bd2486aaf3b5c0fc3fd868558b082a531b2b4,18
8453,BMX,BMX,0x548f93779fbc992010c07467cbaf329dd5f059b7,18
8453,CHAD,Based Chad,0xecaf81eb42cd30014eb44130b89bcd6d4ad98b92,18
8453,TIG,The Innovation Game,0x0c03ce270b4826ec62e7dd007f0b716068639f7b,18
8453,VOID,The Void,0x21eceaf3bf88ef0797e3927d855ca5bb569a47fc,18
8453,MASA,Masa Token,0x944824290cc12f31ae18ef51216a223ba4063092,18
8453,GAME,GAME by Virtuals,0x1c4cca7c5db003824208adda61bd749e55f463a3,18
8453,YGG,Yield Guild Games Token,0xaac78d1219c08aecc8e37e03858fe885f5ef1799,18
8453,CARV,CARV,0xc08cd26474722ce93f4d0c34d16201461c10aa8c,18
8453,AUKI,Auki Token,0xf9569cfb8fd265e91aa478d86ae8c78b8af55df4,18
8453,SKI,SKI MASK DOG,0x768be13e1680b5ebe0024c42c896e3db59ec0149,9
8453,FLOPPA,Floppa,0x776aaef8d8760129a0398cf8674ee28cefc0eab9,18
8453,RUSSELL,RUSSELL,0x0c5142bc58f9a61ab8c3d2085dd2f4e550c5ce0b,18
8453,ElonRWA,ElonRWA,0xaa6cccdce193698d33deb9ffd4be74eaa74c4898,18
8453,AEROBUD,AEROBUD,0xfad8cb754230dbfd249db0e8eccb5142dd675a0d,18
8453,ANON,Super Anon,0x0db510e79909666d6dec7f5e49370838c16d950f,18
8453,CLANKER,tokenbot,0x1bc0c42215582d5a085795f4badbac3ff36d1bcb,18
8453,LUM,luminous,0x0fd7a301b51d0a83fcaf6718628174d527b373b6,18
8453,CHAMP,Super Champs,0xeb6d78148f001f3aa2f588997c5e102e489ad341,18
8453,BBT,Baby Tiger,0x8a638ea79f71f3b91bdc96bbdf9fb27c93013d60,5
8453,VADER,VaderAI by Virtuals,0x731814e491571a2e9ee3c5b1f7f3b962ee8f4870,18
8453,REI,Unit 00 - Rei,0x6b2504a03ca4d43d0d73776f6ad46dab2f2a4cfd,18
8453,SEKOIA,sekoia by Virtuals,0x1185cb5122edad199bdbc0cbd7a0457e448f23c7,18
8453,VIRTUAL,Virtual Protocol,0x0b3e328455c4059eeb9e3f84b5543f74e24e7e1b,18
8453,AGENT,AgentLayer,0xf5bc3439f53a45607ccad667abc7daf5a583633f,18
8453,BASE,BASE,0xd07379a755a8f11b57610154861d694b2a0f615a,18
8453,AIFUN,AI Agent Layer,0xbdf317f9c153246c429f23f4093087164b145390,18
8453,AIXBT,aixbt by Virtuals,0x4f9fd6be4a90f2620860d680c0d4d5fb53d1a825,18
8453,REWARD,Rewardable,0x1986cc18d8ec757447254310d2604f85741aa732,18
8453,AKUMA,Akuma Inu,0x2f20cf3466f80a5f7f532fca553c8cbc9727fef6,18
8453,HENLO,henlo,0x23a96680ccde03bd4bdd9a3e9a0cb56a5d27f7c9,18
8453,MEY,Mey Network,0x8bfac1b375bf2894d6f12fb2eb48b1c1a7916789,18
8453,CONVO,Prefrontal Cortex Convo Agent by,0xab964f7b7b6391bd6c4e8512ef00d01f255d9c0d,18
8453,ANON,AnonFi,0x75e6b648c91d222b2f6318e8ceeed4b691d5323f,18
8453,FAI,FAI,0xb33ff54b9f7242ef1593d2c9bcd8f9df46c77935,18
8453,PATRIOT,Patriot on Base,0x37e0b50ddbd719a46b9660396114c7f3fc9aa076,18
8453,TMAI,Token Metrics AI,0xca4569949699d56e1834efe9f58747ca0f151b01,18
8453,LINGO,Lingo,0xfb42da273158b0f642f59f2ba7cc1d5457481677,18
8453,SYMM,Symmio,0x800822d361335b4d5f352dac293ca4128b5b605f,18
8453,ODOS,Odos Token,0xca73ed1815e5915489570014e024b7ebe65de679,18
8453,ANZ,Anzen Token,0xeec468333ccc16d4bf1cef497a56cf8c0aae4ca3,18
8453,SPECTRA,Spectra Token,0x64fcc3a02eeeba05ef701b7eed066c6ebd5d4e51,18
8453,XVS,Venus XVS,0xebb7873213c8d1d9913d8ea39aa12d74cb107995,18
8453,AIXCB,aixCB by Virtuals,0x76c71f1703fbf19ffdcf3051e1e684cb9934510f,18
8453,MUSIC,MUSIC by Virtuals,0xc655c331d1aa7f96c252f1f40ce13d80eac53504,18
8453,AION,AION 5100,0xfc48314ad4ad5bd36a84e8307b86a68a01d95d9c,18
8453,MARSO,Marso.Tech,0xdfd579dd6aeb232e95a15d964a135a61925b5c93,18
8453,SERAPH,Seraph by Virtuals,0x4f81837c2f4a189a0b69370027cc2627d93785b4,18
8453,BRO,Neurobro by Virtuals,0xc796e499cc8f599a2a8280825d8bda92f7a895e0,18
8453,ACOLYT,Acolyte by Virtuals,0x79dacb99a8698052a9898e81fdf883c29efb93cb,18
8453,WAI,WAI Combinator by Virtuals,0x6112b8714221bbd96ae0a0032a683e38b475d06c,18
8453,POLY,Polytrader by Virtuals,0x2676e4e0e2eb58d9bdb5078358ff8a3a964cedf5,18
8453,TAOCAT,TAOCat by Virtuals,0x7a5f5ccd46ebd7ac30615836d988ca3bd57412b3,18
8453,FLOCK,FLock.io,0x5ab3d4c385b400f3abb49e80de2faf6a88a7b691,18
8453,BNKR,BankrCoin,0x22af33fe49fd1fa80c7149773dde5890d3c76f3b,18
8453,Fartcoin,Based Fartcoin,0x2f6c17fa9f9bc3600346ab4e48c0701e1d5962ae,18
8453,CLUSTR,Clustr,0x4b361e60cf256b926ba15f157d69cac9cd037426,18
