chain_id,symbol,name,address,decimals
10,USDT,Tether USD,0x94b008aa00579c1307b0ef2c499ad98a8ce58e58,6
10,USDC,USD Coin,0x0b2c639c533813f4aa9d7837caf62653d097ff85,6
10,wstETH,Wrapped liquid staked Ether 2.0,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,18
10,LINK,ChainLink Token,0x350a791bfc2c21f9ed5d10980dad2e2638ffa7f6,18
10,SGETH,Stargate Ether Vault,0xb69c8cbcd90a39d8d3d3ccf0a3e968511c3856a0,18
10,UNI,Uniswap,0x6fd9d7ad17242c41f7131d257212c54a0e816691,18
10,AAVE,Aave Token,0x76fb31fb4af56892a25e32cfc43de717950c9278,18
10,rETH,Rocket Pool ETH,0x9bcef72be871e61ed4fbbc7630889bee758eb81d,18
10,LDO,Lido DAO Token,0xfdb794692724153d1488ccdbe0c56c252596735f,18
10,USDC.e,USD Coin,0x7f5c764cbc14f9669b88837ca1490cca17c31607,6
10,FRAX,Frax,0x2e3d870790dc77a83dd1d18184acc7439a53f475,18
10,WLD,Worldcoin,0xdc6ff44d5d932cbd77b52e5612ba0529dc6226f1,18
10,frxETH,Frax Ether,0x6806411765af15bddd26f8f544a34cc40cb9838b,18
10,SNX,Synthetix Network Token,0x8700daec35af8ff88c16bdf0418774cb3d7599b4,18
10,PENDLE,Pendle,0xbc7b1ff1c6989f006a1185318ed4e7b5796e66e1,18
10,sfrxETH,Staked Frax Ether,0x484c2d6e3cdd945a8b2df735e079178c1036578c,18
10,ZRO,LayerZero,0x6985884c4392d348587b19cb9eaaf157f13271cd,18
10,COMP,Compound,0x7e7d4467112689329f7e06571ed0e8cbad4910ee,18
10,CRV,Curve DAO Token,0x0994206dfe8de6ec6920ff4d779b0d950605fb53,18
10,ANKR,Ankr Network,0xaeaeed23478c3a4b798e4ed40d8b7f41366ae861,18
10,YFI,yearn.finance,0x9046d36440290ffde54fe0dd84db8b1cfee9107b,18
10,alUSD,Alchemix USD,0xcb8fa9a76b8e203d8c3797bf438d8fb81ea3326a,18
10,FXS,Frax Share,0x67ccea5bb16181e7b4109c9c2143c24a1c2205be,18
10,SUSHI,SushiToken,0x3eaeb77b03dbc0f6321ae1b72b2e9adb0f60112b,18
10,OCEAN,Ocean Token,0x2561aa2bb1d2eb6629edd7b0938d7679b8b49f9e,18
10,BAL,Balancer,0xfe8b128ba8c78aabc59d4c64cee7ff28e9379921,18
10,SYN,Synapse,0x5a5fff6f753d7c11a56a52fe47a177a87e431655,18
10,CTSI,Cartesi Token,0xec6adef5e1006bb305bb1975333e8fc4071295bf,18
10,crvUSD,Curve.Fi USD Stablecoin,0xc52d7f23a2e460248db6ee192cb23dd12bddcbf6,18
10,KNC,Kyber Network Crystal v2,0xa00e3a3511aac35ca78530c85007afcd31753819,18
10,DOG,The Doge NFT,0x8f69ee043d52161fd29137aedf63f5e70cd504d5,18
10,LUSD,LUSD Stablecoin,0xc40f949f8a4e094d1b49a23ea9241d289b7b2819,18
10,STG,StargateToken,0x296f55f8fb28e498b858d0bcda06d955b2cb3f97,18
10,VELO,VelodromeV2,0x9560e827af36c94d2ac33a39bce1fe78631088db,18
10,USDM,Mountain Protocol USD,0x59d9356e565ab3a36dd77763fc0d87feaf85508c,18
10,PERP,Perpetual,0x9e1028f5f1d5ede59748ffcee5532509976840e0,18
10,PSTAKE,pSTAKE Finance,0x023550adde4fa2f90d63a41d9282bee0294c04cd,18
10,AURA,Aura,0x1509706a6c66ca549ff0cb464de88231ddbe213b,18
10,VEE,BLOCKv,0xe3c332a5dce0e1d9bc2cc72a68437790570c28a4,18
10,EXTRA,Extra Finance,0x2dad3a13ef0c6366220f989157009e501e7938f8,18
10,BOND,BarnBridge Governance Token (Opt,0x3e7ef8f50246f725885102e8238cbba33f276747,18
10,USX,dForce USD,0xbfd291da8a403daaf7e5e9dc1ec0aceacd4848b9,18
10,FPIS,Frax Price Index Share,0x8368dca5ce2a4db530c0f6e535d90b6826428dee,18
10,axlUSDC,Axelar Wrapped USDC,0xeb466342c4d449bc9f53a865d5cb90586f405215,6
10,PSP,ParaSwap,0xd3594e879b358f430e20f82bea61e83562d49d48,18
10,THALES,Thales DAO Token,0x217d47011b23bb961eb6d93ca9945b7501a5bb11,18
10,KWENTA,Kwenta,0x920cf626a271321c151d027030d5d08af699456b,18
10,PORT3,Port3 Network,0xb4357054c3da8d46ed642383f03139ac7f090343,18
10,sETH,Synth sETH,0xe405de8f52ba7559f9df3c368500b6e6ae6cee49,18
10,PIKA,Pika,0x9a601c5bb360811d96a23689066af316a30c3027,18
10,UBXS,UBXS Token,0x4f1960e29b2ca581a38c5c474e123f420f8092db,6
10,XVS,Venus XVS,0x4a971e87ad1f61f7f3081645f52a99277ae917cf,18
10,MONEY,Defi.Money Stablecoin,0x69420f9e38a4e60a62224c489be4bf7a94402496,18
10,DHT,dHEDGE DAO Token,0xaf9fe3b5ccdae78188b1f8b9a49da7ae9510f151,18
10,axlLqdr,Axelar Wrapped Lqdr,0x332c72dd7e77070740f01d2d35851c461585d5d0,18
10,TLX,TLX DAO Token,0xd9cc3d70e730503e7f28c1b407389198c4b75fa2,18
10,SPECTRA,Spectra Token,0x248f43b622ce2f35a14db3fc528284730b619cd5,18
10,bnUSD,Balanced Dollar,0xdccd213951d8214fbaca720728474e2cef9d247b,18
10,BALN,Balanced Token,0xd336c74b840f9962cf2c666f8666d6d61ec24440,18
10,wUSDM,Wrapped Mountain Protocol USD,0x57f5e098cad7a3d1eed53991d4d66c45c9af7812,18
10,SLN,Smart Layer Network Token,0xbcb49fcb41899e31e442a4d7439964966e0c9b28,18
10,Bold,Bold Stablecoin,0x087c440f251ff6cfe62b86dde1be558b95b4bb9b,18
10,KRL,Kryll,0x2ed6222cb75e353b8789bec7bb443b7ec9022021,18
10,DRV,Derive,0x33800de7e817a70a694f31476313a7c572bba100,18
10,SWEAT,SWEAT,0x38761749330c23d681d136e8ea3fc47d4bb93db3,18
10,ynETHx,ynETH MAX,0xe231db5f348d709239ef1741ea30961b3b635a61,18
10,WCT,WalletConnect,0xef4461891dfb3ac8572ccf7c794664a8dd927945,18
10,RAI,Rai Reflex Index,0x7fb688ccf682d58f86d7e38e03f9d22e7705448b,18
10,DAI,Dai Stablecoin,0xda10009cbd5d07dd0cecc66161fc93d7c9000da1,18
10,USDe,USDe,0x5d3a1ff2b6bab83b63cd9ad0787074081a52ef34,18
10,AXL,Axelar,0x23ee2343B892b1BB63503a4FAbc840E0e2C6810f,6
10,W,Wormhole Token,0xB0fFa8000886e57F86dd5264b9582b2Ad87b2b91,18
10,TRB,Tellor,0xaf8cA653Fa2772d58f4368B0a71980e9E3cEB888,18
10,CYBER,CyberConnect,0x14778860e937f509e651192a90589de711fb88a9,18
10,OSAK,Osaka Protocol,0xbfd5206962267c7b4b4a8b3d76ac2e1b2a5c4d5e,18
10,SUSD,Synth sUSD,0x8c6f28f2f1a3c87f0f938b96d27520d9751ec8d9,18
10,OLAS,Autonolas,0xFC2E6e6BCbd49ccf3A5f029c79984372DcBFE527,18
10,FOX,ShapeShift FOX,0xF1a0DA3367BC7aa04F8D94BA57B862ff37CeD174,18
10,XPRT,XPRT native asset,0xc7Edf7B7b3667a06992508e7B156eff794a9e1c8,6
10,TAROT,Tarot,0x1F514A61bcde34F94Bc39731235690ab9da737F7,18
10,MDT,Measurable Data Token,0x5f8d72676e37197b5011afc64d8641af2fe41fdb,18
10,FUSE,Fuse Token,0xe453d6649643F1F460C371dC3D1da98F7922fe51,18
10,GRG,Rigo Token,0xecf46257ed31c329f204eb43e254c609dee143b3,18
10,ROOBEE,ROOBEE,0xb12c13e66AdE1F72f71834f2FC5082Db8C091358,18
10,HAN,HanChain,0x50Bce64397C75488465253c0A034b8097FeA6578,18
10,LYRA,Lyra Token,0x50c5725949A6F0c72E6C4a641F24049A917DB0Cb,18
10,O3,O3 Swap Token,0xEe9801669C6138E84bD50dEB500827b776777d28,18
10,EQZ,Equalizer,0x81aB7E0D570b01411fcC4afd3D50eC8C241cb74b,18
10,DOLA,Dola USD Stablecoin,0x8aE125E8653821E851F12A49F7765db9a9ce7384,18
10,ERN,Ethos Reserve Note,0xc5b001dc33727f8f26880b184090d3e252470d45,18
10,HYPER,Hyperlane,0x9923DB8d7FBAcC2E69E87fAd19b886C81cd74979,18
